responseid,distributionchannel,q43,social_media_use,how_often_1,how_often_2,how_often_3,how_often_4,how_often_5,how_often_6,how_often_7,how_often_8,how_often_9,how_often_10,how_often_11,tweets_public,insta_public,researchers_1,researchers_2,researchers_3,researchers_4,researchers_5,researchers_6,researchers_7,researchers_8,researchers_9,researchers_10,researchers_11,researchers_12,researchers_13,researchers_14,researchers_15,researchers_16,researchers_17,researchers_18,researchers_19,researchers_20,sm_companies_1,sm_companies_2,sm_companies_3,sm_companies_4,sm_companies_5,sm_companies_6,sm_companies_7,sm_companies_8,sm_companies_9,sm_companies_10,sm_companies_11,sm_companies_12,sm_companies_13,sm_companies_14,sm_companies_15,sm_companies_16,sm_companies_17,sm_companies_18,sm_companies_19,sm_companies_20,journalists_1,journalists_2,journalists_3,journalists_4,journalists_5,journalists_6,journalists_7,journalists_8,journalists_9,journalists_10,journalists_11,journalists_12,journalists_13,journalists_14,journalists_15,journalists_16,sometimes,sometimes_text,digital_privacy_1,digital_privacy_2,digital_privacy_3,digital_privacy_4,social_science,data_archive_1,data_archive_2,data_archive_3,data_archive_4,data_archive_5,secure_archive,anonymous_archive,concern-misuse,concern-harm,age,gender_identity_1,gender_identity_2,gender_identity_3,gender_identity_4,gender_identity_5,gender_identity_6,sexual_orientation_1,sexual_orientation_2,sexual_orientation_3,sexual_orientation_4,sexual_orientation_5,race_ethnicity_1,race_ethnicity_2,race_ethnicity_3,race_ethnicity_4,race_ethnicity_5,race_ethnicity_6,race_ethnicity_7,race_ethnicity_8,race_ethnicity_9,education,income,sensitivity_1,sensitivity_2,sensitivity_3,sensitivity_4,sensitivity_5,sensitivity_6,sensitivity_7,sensitivity_8,sensitivity_9,sensitivity_10,sensitivity_11,sensitivity_12,sensitivity_13,sensitivity_14,sensitivity_15,sensitivity_16,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,privacy_behaviors_1,privacy_behaviors_2,privacy_behaviors_3,privacy_behaviors_4,privacy_behaviors_5,privacy_behaviors_6,privacy_behaviors_7
R_2TWWILtWJqiJkPr,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,A Few Times a Week,Every Few Weeks,Less Often,Less Often,About Once a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,I'm not sure.,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,I'm not sure.,No,Yes,No,Yes,No,I'm not sure.,No,Yes,I'm not sure.,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Nothing,Agree,Agree,Agree,Agree,Neither agree nor disagree,Not important,Not important,Important,Important,Neither important nor unimportant,Good idea,Bad idea,Extremely Concerned,Extremely Concerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",3,3,6,Very Sensitive 10,6,Very Sensitive 10,8,3,2,2,2,4,5,Very Sensitive 10,Not Sensitive 1,3,3,4,5,5,4,4,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes
R_2azBXpkaKpntJ7T,anonymous,Yes,Yes,Several Times a Day,About Once a Day,About Once a Day,A Few Times a Week,A Few Times a Week,A Few Times a Week,About Once a Day,About Once a Day,A Few Times a Week,Several Times a Day,A Few Times a Week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I'm not sure.,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,yes,Agree,Agree,Neither Agree Nor Disagree,Agree,Agree,Neither important nor unimportant,Important,Important,Neither important nor unimportant,Important,Good idea,Good idea,Moderately Concerned,Slightly Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$60,000 - $69,999",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Very Sensitive 10,-99,-99,-99,3,4,5,Complete Trust - 7,6,Complete Trust - 7,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes
R_2uCZR0YLIJ7POyZ,anonymous,Yes,Yes,Less Often,Less Often,Every Few Weeks,Don't use at all,Less Often,Several Times a Day,Less Often,Less Often,Every Few Weeks,Less Often,Several Times a Day,Yes,I'm not sure,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,If they are using content from my social media I'd want my name excluded from it which they might not do. I would need to have more control over my information that they're using.,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Bad idea,Good idea,Moderately Concerned,Extremely Concerned,25 - 34,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$20,000 - $29,999",4,6,7,Very Sensitive 10,8,9,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,6,3,8,8,9,9,3,5,3,6,2,No trust at all - 1,2,Never,Never,Never,Always,Sometimes,Always,Always
R_3fDC0OpGo93mFqB,anonymous,Yes,Yes,About Once a Day,Several Times a Day,About Once a Day,A Few Times a Week,Every Few Weeks,A Few Times a Week,About Once a Day,Don't use at all,Several Times a Day,About Once a Day,Several Times a Day,Yes,Yes,No,Yes,Yes,No,No,No,I'm not sure.,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,I'm not sure.,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,None,Disagree,Agree,Agree,Neither Agree Nor Disagree,Agree,Neither important nor unimportant,Important,Not important,Important,Neither important nor unimportant,Good idea,Bad idea,Slightly Concerned,Neither Concerned nor Unconcerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$60,000 - $69,999",4,4,9,9,9,8,Very Sensitive 10,4,7,3,5,8,8,5,8,3,4,4,6,4,6,6,Sometimes,Never,Always,Sometimes,Always,Always,Sometimes
R_12zkLwBfdvUOREN,anonymous,Yes,Yes,About Once a Day,Several Times a Day,A Few Times a Week,A Few Times a Week,Every Few Weeks,Every Few Weeks,Several Times a Day,About Once a Day,About Once a Day,Several Times a Day,Several Times a Day,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Because it sometime required to answer as because some situation are not relevant every time.,Agree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Disagree,Not important,Not important,Important,Important,Important,Good idea,Good idea,Slightly Unconcerned,Neither Concerned nor Unconcerned,18 - 24,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$90,000 - $99,999",7,Not Sensitive 1,7,8,8,8,Not Sensitive 1,6,5,4,Not Sensitive 1,8,7,5,7,3,3,4,4,5,3,3,Sometimes,Never,Always,Sometimes,Sometimes,Never,Sometimes
R_OxuxiUT3aBMgoG5,anonymous,Yes,Yes,About Once a Day,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Several Times a Day,Don't use at all,Don't use at all,Several Times a Day,Don't use at all,Several Times a Day,Yes,,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,I didn't.  All my answers were 100% yes or no.,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Bad idea,I'm not sure,Moderately Concerned,Moderately Concerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$40,000 - $49,999",9,Very Sensitive 10,9,-99,Very Sensitive 10,Very Sensitive 10,9,9,-99,5,5,Very Sensitive 10,-99,-99,9,9,4,4,6,5,3,No trust at all - 1,Sometimes,Sometimes,Never,Sometimes,Always,Always,Always
R_2RQ9vFDFMep69nj,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,About Once a Day,About Once a Day,Every Few Weeks,Every Few Weeks,Every Few Weeks,Several Times a Day,About Once a Day,Several Times a Day,Several Times a Day,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,No,No,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,I'm not sure.,I'm not sure.,Yes,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,No,Yes,No,Yes,I'm not sure.,Yes,I'm not sure.,Yes,I'm not sure.,Yes,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,-99,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Important,Important,Important,Important,Important,Good idea,Good idea,Neither Concerned nor Unconcerned,Neither Concerned nor Unconcerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",7,6,7,9,8,8,7,8,7,7,8,7,7,7,7,7,6,6,4,5,5,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_1eCU8RXruHTfVnt,anonymous,Yes,Yes,Every Few Weeks,Less Often,Less Often,Don't use at all,Don't use at all,About Once a Day,Don't use at all,Don't use at all,A Few Times a Week,Don't use at all,A Few Times a Week,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-99,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Bad idea,Bad idea,Extremely Concerned,Extremely Concerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$90,000 - $99,999",-99,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,4,2,3,2,No trust at all - 1,-99,Sometimes,Always,Sometimes,Always,Always,Always,Always
R_1mOQtIuhlHKBqPv,anonymous,Yes,Yes,About Once a Day,A Few Times a Week,Don't use at all,Don't use at all,A Few Times a Week,Every Few Weeks,Don't use at all,Don't use at all,Every Few Weeks,Don't use at all,Every Few Weeks,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,In instances of someone being harmed or public safety it might be okay to share information ,Agree,Agree,Agree,Agree,Neither agree nor disagree,Not important,Important,Important,Important,Not important,I'm not sure,I'm not sure,Extremely Concerned,Extremely Concerned,35 - 44,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$70,000 - $79,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,8,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,3,3,6,4,2,2,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always
R_3D0ICq3yhechq6Y,anonymous,Yes,Yes,Several Times a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,No,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,I'm not sure.,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I didn't answered that option,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Important,Neither important nor unimportant,Important,Important,Important,Good idea,Good idea,Extremely Unconcerned,Extremely Unconcerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","More than $150,000",7,6,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,6,6,5,6,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,4,4,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,5,Always,Always,Always,Sometimes,Always,Always,Always
R_2wbFUT3LtncyC22,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Every Few Weeks,Less Often,Less Often,Less Often,Every Few Weeks,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,It depends is used daily academic researches,Agree,Agree,Neither Agree Nor Disagree,Agree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Slightly Concerned,Slightly Concerned,55 - 64,Woman,0,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",8,9,7,8,8,7,8,8,9,8,7,6,7,Very Sensitive 10,4,6,Complete Trust - 7,4,5,5,6,5,Always,Always,Always,Sometimes,Always,Always,Always
R_31yDGMLFWLUJ4UF,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"When the sentence is present tense and the subject is Third Person singular number, then the verb would be in plural form(depends). For example, Jake depends on green plants to live. Jake's pets depend on green plants to live.",Agree,Agree,Agree,Agree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Concerned,Moderately Concerned,25 - 34,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$70,000 - $79,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Always,Always,Always,Always,Always,Always,Always
R_9Y2d5BWa0hqkVYB,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,A Few Times a Week,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Several Times a Day,Several Times a Day,Several Times a Day,I'm not sure,I'm not sure,I'm not sure.,I'm not sure.,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,I'm not sure.,No,Yes,I'm not sure.,No,I'm not sure.,No,No,No,Yes,No,Yes,Yes,I'm not sure.,Yes,I'm not sure.,No,I'm not sure.,No,Yes,No,I'm not sure.,Yes,No,No,No,Yes,No,Yes,No,No,No,I'm not sure.,Yes,No,No,I'm not sure.,I'm not sure.,I'm not sure.,No,Yes,I'm not sure.,Yes,No,because i really trust in my feelings,Agree,Agree,Neither Agree Nor Disagree,Disagree,Agree,Important,Neither important nor unimportant,Important,Important,Neither important nor unimportant,Good idea,Good idea,Moderately Concerned,Moderately Concerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",5,6,4,7,7,6,4,5,3,5,Very Sensitive 10,6,6,5,6,5,4,3,5,6,5,6,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes
R_SSG2ToZpAFBaWBP,anonymous,Yes,Yes,Several Times a Day,About Once a Day,A Few Times a Week,Don't use at all,Less Often,Less Often,Don't use at all,Don't use at all,A Few Times a Week,About Once a Day,Several Times a Day,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,I'm not sure.,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I'm not sure.,I'm not sure.,Yes,No,Yes,No,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,No,Because it sometimes required to answer as because some situation are not relevant every time.,Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Important,Not important,Important,Neither important nor unimportant,Important,Good idea,Bad idea,Neither Concerned nor Unconcerned,Moderately Concerned,18 - 24,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$90,000 - $99,999",Very Sensitive 10,4,9,Very Sensitive 10,8,8,4,4,9,8,6,5,Very Sensitive 10,8,3,9,6,Complete Trust - 7,4,Complete Trust - 7,Complete Trust - 7,6,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes
R_3jUQA3cepePZi0P,anonymous,Yes,Yes,About Once a Day,Several Times a Day,Less Often,Don't use at all,A Few Times a Week,About Once a Day,Less Often,Less Often,About Once a Day,Less Often,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,I'm not sure.,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,"I would say certain things are more acceptable when the consequences of not doing that particular thing is known to be bad. For example, covid 19, we should allow almost anything to be done with that data if it will save lives, or help in the long run, but if it is just for some news story or something, not okay.",Agree,Agree,Agree,Agree,Disagree,Not important,Not important,Important,Important,Important,I'm not sure,Bad idea,Moderately Concerned,Moderately Concerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$40,000 - $49,999",7,5,5,Very Sensitive 10,9,9,5,2,3,8,Not Sensitive 1,7,9,6,7,6,4,3,5,3,2,2,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes
R_0MSibzUrygn3K1z,anonymous,Yes,Yes,A Few Times a Week,About Once a Day,Every Few Weeks,Don't use at all,A Few Times a Week,A Few Times a Week,Several Times a Day,Don't use at all,Several Times a Day,Don't use at all,About Once a Day,Yes,Yes,Yes,Yes,No,I'm not sure.,I'm not sure.,No,Yes,Yes,No,Yes,No,No,I'm not sure.,No,No,No,No,Yes,Yes,I'm not sure.,Yes,Yes,Yes,No,No,No,I'm not sure.,No,No,I'm not sure.,No,No,Yes,Yes,No,No,No,No,No,No,I'm not sure.,Yes,Yes,I'm not sure.,Yes,No,Yes,No,No,Yes,I'm not sure.,No,I'm not sure.,No,I'm not sure.,Yes,Yes,"There was not enough information given on the intent of the researchers, companies, and journalists to make good decisions most of the time.",Agree,Agree,Agree,Agree,Disagree,Important,Neither important nor unimportant,Important,Important,Important,I'm not sure,I'm not sure,Moderately Concerned,Extremely Concerned,18 - 24,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,Black or African American,0,0,0,0,0,0,Some college but no degree,"$30,000 - $39,999",6,5,7,9,-99,8,6,4,7,6,4,6,Very Sensitive 10,9,Very Sensitive 10,8,4,5,4,No trust at all - 1,No trust at all - 1,2,Never,Never,Never,Sometimes,Never,Sometimes,Always
R_W7LFrHslYKIs8Ux,anonymous,Yes,Yes,About Once a Day,Don't use at all,Don't use at all,Less Often,Less Often,Less Often,Don't use at all,A Few Times a Week,About Once a Day,Less Often,A Few Times a Week,No,,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,"I didn't find myself thinking this but in general, whether or not it's OK for companies, researchers, etc. to use my data depends on if it will help save lives or significant improve life for people.",Agree,Agree,Agree,Agree,Disagree,Important,Not important,Important,Important,Important,I'm not sure,I'm not sure,Slightly Concerned,Slightly Concerned,55 - 64,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$100,000 - $149,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,3,7,Not Sensitive 1,2,5,4,8,Very Sensitive 10,9,9,9,6,6,6,5,3,3,Never,Never,Never,Sometimes,Sometimes,Always,Sometimes
R_2E6sqN3sjOz1lFE,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,Several Times a Day,About Once a Day,Several Times a Day,Several Times a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,sometimes,Agree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Good idea,Good idea,Extremely Concerned,Moderately Concerned,25 - 34,Woman,0,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$70,000 - $79,999",9,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,Very Sensitive 10,9,Very Sensitive 10,9,9,Very Sensitive 10,8,9,Very Sensitive 10,9,Complete Trust - 7,Complete Trust - 7,5,6,Complete Trust - 7,5,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always
R_3NQV0cNTHAH4RbH,anonymous,Yes,Yes,A Few Times a Week,Several Times a Day,Every Few Weeks,Less Often,Less Often,Less Often,About Once a Day,Every Few Weeks,A Few Times a Week,Several Times a Day,About Once a Day,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,I'm not sure.,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,yes,Agree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Agree,Important,Not important,Important,Not important,Important,Good idea,Good idea,Slightly Concerned,Slightly Concerned,45 - 54,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$20,000 - $29,999",-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,5,3,3,2,4,4,Always,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes
R_1QMf2b724CQ4P7I,anonymous,Yes,Yes,Several Times a Day,About Once a Day,Less Often,Every Few Weeks,Every Few Weeks,Several Times a Day,A Few Times a Week,A Few Times a Week,Less Often,Don't use at all,About Once a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,I did not want to answer this. These were all clear cut answers for me.,Disagree,Disagree,Disagree,Disagree,Disagree,Important,Important,Important,Important,Important,Good idea,I'm not sure,Slightly Unconcerned,Moderately Unconcerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$60,000 - $69,999",7,7,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,6,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,5,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,6,6,6,5,4,3,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
